	Category	Tweet	Score
1700	Gaming	@MWPolitics101 I dont really play video games	-2
1701	Gaming	@RockstarSupport not working for ps4 to xbox series s	-2
1702	Gaming	@RockstarGames @RockstarSupport why is switching characters in gta 5 for xbox series x slow	-2
1703	Gaming	This past week has been crazy for video games. I've seen two games I can't talk about just yet. Played Ghostwire Tokyo. Now I'm playing Tiny Tina's Wonderlands for review.	2
1704	Gaming	@PoisonIvyVT Well then, Im out of your league BECAUSE I SUCK AT VIDEO GAMES!	-2
1705	Gaming	hello new followers pog 2 see u im horny and i talk abt video games and gender what up	2
1706	Gaming	For Xbox, if that helps	0
1707	Gaming	"@TerryBogardsHat @YouSeeGundam I think this sorta them blends in with the rest of Geek Culture and manifests itself differently, like how so many people want an EDGY ADULT superhero or the VIDEO GAMES ARE ART movement. There is at least some part of societal dismissal since ""it's media for kids"" thats the rub"	-2
1708	Gaming	i wanna play elden ring cause yall keep hyping it up. but im kinda just bad at video games. so im prolly gon spend $100 to get stuck on the first boss	0
1709	Gaming	@ghostshadow25 Devs are more lazy now then they were on 5th gen consoles (N64 PS1) and 6th gen (PS2 GameCube OG Xbox) some of those games had mirror reflections and it was harder to do as well. Now its easier them ever yet not used cause detail in games is being ignored in favor of other stuff	-1
1710	Tech	@Memento24454843 @sapphic_aveline @DoctorMcJesus it's giving unbaked apple pie	-2
1711	Tech	@hollysTWpoetry lol i just switched from spotify premium to apple music a week ago	-2
1712	Tech	"all i want is for apple music to include all of nicki features on here ""appears on"" tab."	2
1713	Tech	@NZXT After the mighty Tandy CoCo3 and Apple IIe, the IBM Aptiva!	2
1714	Tech	@Apple should bring back live wallpaper for se 2020	-2
1715	Tech	@AlanPat17246654 @BonnieGlaser American companies make $600 billion in mainland chinese maket alone. Take Apple as an example, it generates almost 25% of its global revenue in china. what are you smoking bro?	-2
1716	Tech	I know that the #M1Ultra chip is on the waybut easily one of the coolest things Ive seen Apple accomplish is the #UniversalControl beta	2
1717	Tech	@rgrubinstein I *just* signed up for strava, too, pretty much only to make tracking my workouts from Rouvy more accurate in Apple Health. I can keep using my watch and manual data entry, but this was going to be better! at least I wasnt out of the free trial yet, I suppose.	0
1718	Tech	@GordonRamsay had some frozen fresh Mahi Mahi tonight. Pam seared in apple sauce. Tasted like crap. Thanks for that.	-2
1719	Tech	@olivbakery yuuuu APPLE MUSIC 3 bulan android / under ios 14+ : 20k ios 14+ : 25k aktivasi 28k perpanjang full garansi , no renewal , need apple id , fast process , chat dm / wa on bio , payment all e-wallet &amp; QRIS.	-2
1720	Tech	@AdeebSal @Nullshock78 @SegalMin @susanwherley Oh, Apple's San Francisco fonts are stellar. Almost good enough to pay their karmic debt to the universe for the hideous Chicago font on the first Macs. (When people say Steve Jobs had a refined aesthetic sense for fonts, I know they haven't seen Chicago)	1
1721	Tech	i want apple juice	2
1722	Tech	@gruber they even have native apps for Apples up and coming Mac platform. - split my beer all over myself. So good.	2
1723	Tech	@KEVaibhav1 @TheGalox_ I mean maybe ice universe was right. Mediatek demensity 9000 is the true rival to the a15 bionic. Mediatek is the top player in android world, the only company that is still ahead is apple.	1
1724	Tech	apple GOATED for releasing an update where we can unlock our phone with our masks on	2
1725	Tech	Emma's showstopper is an apple pie topped with Royal icing and everything bagel spice, a tribute to her dad, Augustus.	2
1726	Tech	@juiceboxmisha Thats Apple Music, AppleCare, and iCloud storage lmao	2
1727	Tech	"@GabePosey It's a terrible terrible concept. ""Put all the fruits, but mostly grape and apple."" Like say whaaat?!?"	-2
1728	Tech	am i the only who did not enjoy the golden apple something island something??	-2
1729	Tech	Fly anakin has made its way to my apple music. Gotta go on the discovery now	2
1730	Tech	@idre4mofyou apple music huh	-2
1731	Tech	like the dude didnt say scrap for the ball he said shoot the ball through an apple basket and the students were all like ok lets fight and win, how far weve fallen	-2
1732	Tech	fuck scrobble for not working with my apple music	-2
1733	Tech	@Kirith0tt @sapphic_aveline @DoctorMcJesus She'd call me a slur with an apple pun	-2
1734	Tech	WHERE are the deleted scenes on Spiderman No Way Home on apple. I have been robbed	-2
1735	Tech	@McDonalds always had Apple Pay!! Unlike @BurgerKing and @Wendys	-2
1736	Tech	@jordanbpeterson Wait, are you serious? After getting that humble ass whooping, you didn't hit the gym and train up? At the very least, I hope you started micro-dosing apple cider.	-2
1737	Tech	I leave my @Apple IPad 12.9 outside on a regular and it still survivesand it it operates regardlessthe snow means nothingthe cold means nothing.it works	0
1738	Tech	@catbuchatskiy @Apple What the hell you gonna do with this	2
1739	Tech	Listen to me. If I can give you any piece of advice, don't become a mother. Aint worth it. You feed the boy, you raise the boy, do any damn thing you could to protect the boy, all the time! Does the little apple of his mothers eyes so much as even consider the words thank you?	2
1740	Tech	@gate_io @Apple Great event @SenjaTaii @james_block_03 @QuocChanhHuynh1 #Gateio800Kmilestone	2
1741	Tech	Apple: Your pre-order of Spider-Man: No Way Home is available. Yessir!	-2
1742	Tech	@toobemiofficial @gate_io @Apple Nice	1
1743	Tech	@airbusish Its just adding additional unlocking. If you have an Apple Watch youve been able to unlock with a mask on since April 2021	1
1744	Tech	@obeygarcia95 @csacajr @TechWizYT apple doesnt send early tho idk	-2
1745	Tech	@AOC How about Amazon, Google, Nvidia, IBM, Dell, Apple, Tesla, Procter &amp; Gamble, Budweiser, gheez should I go on. Hey Bernie jr., when are you going to say, lets tax the oligarchs. Such a dope	-2
1746	Tech	apple cider vinegar rinses always leave my hair feeling amazinggg	2
1747	Tech	@gate_io @Apple Great project and promising project with good prospects. Thanks for the opportunity and good luck to me. @Rasel1Gk1 @DedragonWorld @azharnirob #Gateio800Kmilestone	2
1748	Tech	"The wind rattled the dead leaves in the top branches of his backyard apple tree and a few blocks over a neighbour's dog barked twice as if to hear its own voice in the dark. He glanced at the shape slumped in the garage shadows nervously. ""Hello?"""	-2
1749	Tech	not apple finally adding face id with a mask as places are lifting mask mandates and cases are going down	-2
1750	Tech	@SweepsAtlas Apple pie	2
1751	Tech	@SomeHerShade @Apple @AppleSupport you can dm incsunlock on instagram to get it unlocked, they helped me out with mine	2
1752	Tech	@Grubhub Apple	2
1753	Tech	@zamishka @wooglooskr @barttels2 @AnastasiaSMihai @DioCyni @winocm @ChristosArgyrop @The_Brian_Life @mattjbrunner @cukeellington @gmsamaras @Apple I see the peanut gallery has shown up to weigh in.	1
1754	Tech	: apple berry in shit : thank you, i love apple berry in shit	2
1755	Tech	i am glad my apple watch does not track blood pressure	-2
1756	Tech	@Taejkgomsx_ Apple I vote for #Butter for #BestMusicVideo at the 2022 #iHeartAwards @BTS_twt	2
1757	Tech	Spotify has changed my music game. Cause the way Ive been introduced to bangers through this app does not compare to Apple Music. *chefs kiss*	-2
1758	Tech	@Memento24454843 @sapphic_aveline @DoctorMcJesus it's giving unbaked apple pie	-2
1759	Tech	"all i want is for apple music to include all of nicki features on here ""appears on"" tab."	2
1760	Tech	I know that the #M1Ultra chip is on the waybut easily one of the coolest things Ive seen Apple accomplish is the #UniversalControl beta	2
1761	Tech	@JackBurtonsTruc @MSNBC No, that was what Russian trolls were posting on Facebook, saying that if Clinton was elected, thered like be a war between us and Russia. So, go whine about your orange Jim Jones having the election stolen from him.	-2
1762	Tech	@PTVSP0RTPK Plz facebook page py add share karo ap k followers twitter per zaida ho jayen gy	2
1763	Tech	@KEVaibhav1 @TheGalox_ I mean maybe ice universe was right. Mediatek demensity 9000 is the true rival to the a15 bionic. Mediatek is the top player in android world, the only company that is still ahead is apple.	1
1764	Tech	apple GOATED for releasing an update where we can unlock our phone with our masks on	2
1765	Tech	Emma's showstopper is an apple pie topped with Royal icing and everything bagel spice, a tribute to her dad, Augustus.	2
1766	Tech	@juiceboxmisha Thats Apple Music, AppleCare, and iCloud storage lmao	2
1767	Tech	@StephenMcDonell is such a tool, reporting on Chinese response to Ukraine as if it could be any worse than Facebook permitting calls for violence against Russians @CarlZha	2
1768	Tech	"@GabePosey It's a terrible terrible concept. ""Put all the fruits, but mostly grape and apple."" Like say whaaat?!?"	-2
1769	Tech	like the dude didnt say scrap for the ball he said shoot the ball through an apple basket and the students were all like ok lets fight and win, how far weve fallen	-2
1770	Tech	WHERE are the deleted scenes on Spiderman No Way Home on apple. I have been robbed	-2
1771	Tech	doesn't matter when it ends now men for me I hit 500k a few ago ...all the facebook stuff ... I ain't mad at any of you that is for sure fellas ; ) Its not your world just surviving they'res ... #Lakers	-2
1772	Tech	@mromardagoat Nah my cousins dont spin blocks &amp; post it to Facebook theyre way better than him	-2
1773	Tech	@daguilarcanabal @ArmandDoma Latest Tweets timeline is a better friend. muting is coward facebook shit.	-2
1774	Tech	Listen to me. If I can give you any piece of advice, don't become a mother. Aint worth it. You feed the boy, you raise the boy, do any damn thing you could to protect the boy, all the time! Does the little apple of his mothers eyes so much as even consider the words thank you?	2
1775	Tech	@CryptoMeLontw @_SpaceAlpaca What are your plans for spreading your project around the world? What steps have you taken for this ?? I think that's why you can use social media like Facebook, Twitter, Instagram, YouTube. What do you think ?	-2
1776	Tech	@airbusish Its just adding additional unlocking. If you have an Apple Watch youve been able to unlock with a mask on since April 2021	1
1777	Tech	@toobemiofficial @gate_io @Apple Nice	1
1778	Tech	@AOC How about Amazon, Google, Nvidia, IBM, Dell, Apple, Tesla, Procter &amp; Gamble, Budweiser, gheez should I go on. Hey Bernie jr., when are you going to say, lets tax the oligarchs. Such a dope	-2
